"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",11.788,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",10.908,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",10.288,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",10.474,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",9.927,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",10.406,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",10.315,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",10.088,,
"NLD","Netherlands","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",10.043,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",7.033,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",7.162,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",7.544,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",7.747,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",8.081,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",7.466,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",7.967,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",7.818,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",7.611,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",7.283,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",7.106,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",7.043,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",7.21,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",7.497,,
"POL","Poland","AVERAGE","Average","12_9","Carbon footprint","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",7.539,,
"GBR","United Kingdom","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",6.39731,,
"GBR","United Kingdom","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",5.74496,,
"GBR","United Kingdom","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",5.31427,,
"GBR","United Kingdom","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",5.17255,,
"GBR","United Kingdom","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",5.13177,,
"GBR","United Kingdom","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",5.12092,,
"GBR","United Kingdom","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",4.76218,,
"GBR","United Kingdom","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",5.09019,,
"GBR","United Kingdom","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.51418,,
"KOR","Korea","AVERAGE","Average","14_7","Volunteering through organisations","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",11.8052,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",0.12622,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",0.1841,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",0.24211,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",0.34656,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",0.43847,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",0.76921,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",0.96111,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",1.12319,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.21458,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.49305,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.79648,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",2.63459,"B","Break"
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",2.55385,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",2.75252,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",2.82966,,
"CRI","Costa Rica","AVERAGE","Average","12_12","Water stress (internal resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",2.82693,,
"SWE","Sweden","AVERAGE","Average","12_13","Water stress (total renewable resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",1.34371,"E","Estimated value"
"SWE","Sweden","AVERAGE","Average","12_13","Water stress (total renewable resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",1.3376,"B","Break"
"SWE","Sweden","AVERAGE","Average","12_13","Water stress (total renewable resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",1.35591,"E","Estimated value"
"SWE","Sweden","AVERAGE","Average","12_13","Water stress (total renewable resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",1.37421,"E","Estimated value"
"SWE","Sweden","AVERAGE","Average","12_13","Water stress (total renewable resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",1.39251,"E","Estimated value"
"SWE","Sweden","AVERAGE","Average","12_13","Water stress (total renewable resources)","FWB","Future Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",1.41081,"E","Estimated value"
